City1,City2,Weight
Fort Bragg,Hercules,263.871
Fort Bragg,Hermosa Beach,882.067
Fort Bragg,Hesperia,933.07
Fort Bragg,Hidden Hills,861.723
Fort Bragg,Highland,955.693
Fort Bragg,Hillsborough,287.721
Fort Bragg,Hollister,408.331
Fort Bragg,Holtville,1217.077
Fort Bragg,Hughson,412.008
Fort Bragg,Huntington Beach,926.387
Fort Bragg,Huntington Park,874.205
Fort Bragg,Huron,564.145
Fort Bragg,Imperial,1197.058
Fort Bragg,Imperial Beach,1075.576
Fort Bragg,Indian Wells,1061.585
Fort Bragg,Indio,1067.528
Fort Bragg,Industry,899.302
Fort Bragg,Inglewood,870.312
Fort Bragg,Ione,370.201
Fort Bragg,Irvine,936.372
Fort Bragg,Irwindale,888.76
Fort Bragg,Isleton,328.362
Fort Bragg,Jackson,381.796
Fort Bragg,Jurupa Valley,939.365
Fort Bragg,Kerman,537.73
Fort Bragg,King City,503.947
Fort Bragg,Kingsburg,581.02
Fort Bragg,La Cañada Flintridge,856.997
Fort Bragg,La Habra,907.841
Fort Bragg,La Habra Heights,900.709
Fort Bragg,La Mesa,1062.044
Fort Bragg,La Mirada,896.461
Fort Bragg,La Palma,896.407
Fort Bragg,La Puente,896.413
Fort Bragg,La Quinta,1070.143
Fort Bragg,La Verne,903.311
Fort Bragg,Lafayette,285.253
Fort Bragg,Laguna Beach,952.016
Fort Bragg,Laguna Hills,940.037
Fort Bragg,Laguna Niguel,956.876
Fort Bragg,Laguna Woods,937.296
Fort Bragg,Lake Elsinore,971.467
Fort Bragg,Lake Forest,938.41
Fort Bragg,Lakeport,128.438
Fort Bragg,Lakewood,897.346
Fort Bragg,Lancaster,833.212
Fort Bragg,Larkspur,241.891
Fort Bragg,Lathrop,369.557
Fort Bragg,Lawndale,878.233
Fort Bragg,Lemon Grove,1066.117
Fort Bragg,Lemoore,589.616
Fort Bragg,Lincoln,303.262
Fort Bragg,Lindsay,643.337
Fort Bragg,Live Oak,271.979
Fort Bragg,Livermore,321.544
Fort Bragg,Livingston,436.552
Fort Bragg,Lodi,361.764
Fort Bragg,Loma Linda,956.031
Fort Bragg,Lomita,891.323
Fort Bragg,Lompoc,726.214
Fort Bragg,Long Beach,901.292
Fort Bragg,Loomis,338.312
Fort Bragg,Los Alamitos,910.052
Fort Bragg,Los Altos,322.601
Fort Bragg,Los Altos Hills,319.928
Fort Bragg,Los Angeles,863.542
Fort Bragg,Los Banos,445.62
Fort Bragg,Los Gatos,348.242
Fort Bragg,Loyalton,466.615
Fort Bragg,Lynwood,888.371
Fort Bragg,Madera,513.752
Fort Bragg,Malibu,879.963
Fort Bragg,Mammoth Lakes,696.52
Fort Bragg,Manhattan Beach,880.773
Fort Bragg,Manteca,373.241
Fort Bragg,Maricopa,707.906
Fort Bragg,Marina,434.541
Fort Bragg,Martinez,268.496
Fort Bragg,Marysville,263.77
Fort Bragg,Maywood,876.625
Fort Bragg,McFarland,682.354
Fort Bragg,Mendota,507.118
Fort Bragg,Menifee,990.765
Fort Bragg,Menlo Park,325.368
Fort Bragg,Merced,460.71
Fort Bragg,Mill Valley,246.589
Fort Bragg,Millbrae,298.856
Fort Bragg,Milpitas,326.361
Fort Bragg,Mission Viejo,941.904
Fort Bragg,Modesto,398.072
Fort Bragg,Monrovia,880.603
Fort Bragg,Montague,523.124
Fort Bragg,Montclair,914.77
Fort Bragg,Monte Sereno,350.883
Fort Bragg,Montebello,880.314
Fort Bragg,Monterey,447.727
Fort Bragg,Monterey Park,875.324
Fort Bragg,Moorpark,854.204
Fort Bragg,Moraga,285.063
Fort Bragg,Moreno Valley,965.91
Fort Bragg,Morgan Hill,368.371
Fort Bragg,Morro Bay,630.785
Fort Bragg,Mount Shasta,468.131
Fort Bragg,Mountain View,335.863
Fort Bragg,Murrieta,988.861
Fort Bragg,Napa,242.429
Fort Bragg,National City,1063.24
Fort Bragg,Needles,1141.83
Fort Bragg,Nevada City,323.421
Fort Bragg,Newark,309.522
Fort Bragg,Newman,411.637
Fort Bragg,Newport Beach,939.793
Fort Bragg,Norco,944.074
Fort Bragg,Norwalk,891.105
Fort Bragg,Novato,219.61
Fort Bragg,Oakdale,408.132
Fort Bragg,Oakland,269.887
Fort Bragg,Oakley,305.698
Fort Bragg,Oceanside,997.215
Fort Bragg,Ojai,824.718
Fort Bragg,Ontario,920.178
Fort Bragg,Orange,913.237
Fort Bragg,Orange Cove,603.339
Fort Bragg,Orinda,278.098
Fort Bragg,Orland,276.663
Fort Bragg,Oroville,295.765
Fort Bragg,Oxnard,841.739
Fort Bragg,Pacific Grove,450.811
Fort Bragg,Pacifica,277.451
Fort Bragg,Palm Desert,1061.139
Fort Bragg,Palm Springs,1034.585
Fort Bragg,Palmdale,838.306
Fort Bragg,Palo Alto,329.106
Fort Bragg,Palos Verdes Estates,889.761
Fort Bragg,Paradise,319.727
Fort Bragg,Paramount,889.302
Fort Bragg,Parlier,580.144
Fort Bragg,Pasadena,866.135
Fort Bragg,Paso Robles,587.444
Fort Bragg,Patterson,390.226
Fort Bragg,Perris,978.837
Fort Bragg,Petaluma,202.956
Fort Bragg,Pico Rivera,882.865
Fort Bragg,Piedmont,270.85
Fort Bragg,Pinole,268.375
Fort Bragg,Pismo Beach,649.904
Fort Bragg,Pittsburg,289.988
Fort Bragg,Placentia,912.032
Fort Bragg,Placerville,374.832
Fort Bragg,Pleasant Hill,276.717
Fort Bragg,Pleasanton,314.268
Fort Bragg,Plymouth,370.231
Fort Bragg,Point Arena,72.117
Fort Bragg,Pomona,909.775
Fort Bragg,Port Hueneme,847.219
Fort Bragg,Porterville,659.341
Fort Bragg,Portola,449.635
Fort Bragg,Portola Valley,315.61
Fort Bragg,Poway,1049.503
Fort Bragg,Rancho Cordova,325.995
Fort Bragg,Rancho Cucamonga,921.168
Fort Bragg,Rancho Mirage,1058.14
Fort Bragg,Rancho Palos Verdes,910.836
Fort Bragg,Rancho Santa Margarita,947.138
Fort Bragg,Red Bluff,327.442
Fort Bragg,Redding,374.973
Fort Bragg,Redlands,964.299
Fort Bragg,Redondo Beach,883.086
Fort Bragg,Redwood City,317.378
Fort Bragg,Reedley,586.699
Fort Bragg,Rialto,942.277
Fort Bragg,Richmond,254.301
Fort Bragg,Ridgecrest,885.403
Fort Bragg,Rio Dell,173.089
Fort Bragg,Rio Vista,301.693
Fort Bragg,Ripon,381.152
Fort Bragg,Riverbank,400.822
Fort Bragg,Riverside,952.136
Fort Bragg,Rocklin,334.325
Fort Bragg,Rohnert Park,188.771
Fort Bragg,Rolling Hills,897.017
Fort Bragg,Rolling Hills Estates,889.321
Fort Bragg,Rosemead,880.327
Fort Bragg,Roseville,329.508
Fort Bragg,Ross,243.134
Fort Bragg,Sacramento,306.112
Fort Bragg,Salinas,428.571
Fort Bragg,San Bernardino,949.201
Fort Bragg,San Buenaventura (Ventura),824.907
Fort Bragg,San Carlos,314.073
Fort Bragg,San Clemente,962.689
Fort Bragg,San Diego,1057.351
Fort Bragg,San Francisco,263.635
Fort Bragg,San Gabriel,876.441
Fort Bragg,San Jacinto,1008.241
Fort Bragg,San Jose,335.022
Fort Bragg,San Juan Bautista,406.326
Fort Bragg,San Leandro,286.703
Fort Bragg,San Lorenzo,289.703
Fort Bragg,San Luis Obispo,630.081
Fort Bragg,San Marino,873.367
Fort Bragg,San Pablo,257.073
Fort Bragg,San Rafael,236.023
Fort Bragg,Santa Ana,917.096
Fort Bragg,Santa Barbara,781.059
Fort Bragg,Santa Clara,338.203
Fort Bragg,Santa Clarita,816.21
Fort Bragg,Santa Cruz,382.886
Fort Bragg,Santa Fe Springs,886.473
Fort Bragg,Santa Maria,680.389
Fort Bragg,Santa Monica,861.342
Fort Bragg,Santa Rosa,176.511
Fort Bragg,Santee,1063.035
Fort Bragg,Saratoga,337.449
Fort Bragg,Scotts Valley,373.813
Fort Bragg,Seaside,443.941
Fort Bragg,Sebastopol,187.109
Fort Bragg,Selma,574.194
Fort Bragg,Shafter,675.641
Fort Bragg,Shasta Lake,384.732
Fort Bragg,Signal Hill,899.174
Fort Bragg,Simi Valley,862.432
Fort Bragg,South El Monte,883.036
Fort Bragg,South Gate,884.373
Fort Bragg,South Pasadena,868.783
Fort Bragg,St. Helena,193.437
Fort Bragg,Stockton,383.643
Fort Bragg,Sunnyvale,340.446
Fort Bragg,Sutter Creek,376.367
Fort Bragg,Tahoe City,426.159
Fort Bragg,Tarzana,850.032
Fort Bragg,Temple City,879.413
Fort Bragg,Thousand Oaks,879.034
Fort Bragg,Torrance,885.933
Fort Bragg,Tracy,351.225
Fort Bragg,Truckee,406.559
Fort Bragg,Tulare,621.965
Fort Bragg,Turlock,419.891
Fort Bragg,Tustin,919.453
Fort Bragg,Twain Harte,479.086
Fort Bragg,Ukiah,92.54
Fort Bragg,Union City,302.273
Fort Bragg,Upland,914.896
Fort Bragg,Vacaville,279.581
Fort Bragg,Valencia,813.623
Fort Bragg,Vallejo,243.487
Fort Bragg,Ventura,824.907
Fort Bragg,Victorville,920.348
Fort Bragg,Visalia,616.544
Fort Bragg,Vista,1012.27
Fort Bragg,Walnut Creek,290.348
Fort Bragg,Watsonville,407.144
Fort Bragg,West Covina,891.87
Fort Bragg,West Hollywood,856.858
Fort Bragg,West Sacramento,307.509
Fort Bragg,Westlake Village,875.797
Fort Bragg,Whittier,896.054
Fort Bragg,Wildomar,982.385
Fort Bragg,Willits,56.269
Fort Bragg,Woodlake,629.102
Fort Bragg,Woodland,275.531
Fort Bragg,Woodside,309.158
Fort Bragg,Yorba Linda,919.425
Fort Bragg,Yuba City,260.912
Fort Jones,Fortuna,286.114
Fort Jones,Foster City,554.096
Fort Jones,Fountain Valley,1109.146
Fort Jones,Fowler,721.058
Fort Jones,Fremont,550.321
Fort Jones,Fresno,706.334
Fort Jones,Fullerton,1091.414
Fort Jones,Galt,476.237
Fort Jones,Garden Grove,1108.175
Fort Jones,Gardena,1068.516
Fort Jones,Gilroy,618.522
Fort Jones,Glendale,1041.233
Fort Jones,Glendora,1079.947
Fort Jones,Goleta,1020.224
Fort Jones,Gonzales,688.253
Fort Jones,Grand Terrace,1143.016
Fort Jones,Grass Valley,407.834
Fort Jones,Greenfield,717.201
Fort Jones,Gridley,335.073
Fort Jones,Grover Beach,887.72
Fort Jones,Guadalupe,907.921
Fort Jones,Gustine,605.761
Fort Jones,Half Moon Bay,566.438
Fort Jones,Hanford,756.468
Fort Jones,Hawaiian Gardens,1083.43
Fort Jones,Hawthorne,1061.298
Fort Jones,Hayward,536.889
Fort Jones,Healdsburg,496.571
Fort Jones,Hemet,1197.42
Fort Jones,Hercules,485.899
Fort Jones,Hermosa Beach,1067.696
Fort Jones,Hesperia,1108.346
Fort Jones,Hidden Hills,1047.351
Fort Jones,Highland,1141.321
Fort Jones,Hillsborough,548.961
Fort Jones,Hollister,641.344
Fort Jones,Holtville,1402.705
Fort Jones,Hughson,568.546
Fort Jones,Huntington Beach,1112.015
Fort Jones,Huntington Park,1059.833
Fort Jones,Huron,749.773
Fort Jones,Imperial,1382.687
Fort Jones,Imperial Beach,1261.204
Fort Jones,Indian Wells,1247.213
Fort Jones,Indio,1253.156
Fort Jones,Industry,1084.93
Fort Jones,Inglewood,1055.94
Fort Jones,Ione,499.357
Fort Jones,Irvine,1122.001
Fort Jones,Irwindale,1074.388
Fort Jones,Isleton,493.08
Fort Jones,Jackson,510.952
Fort Jones,Jurupa Valley,1124.993
Fort Jones,Kerman,696.587
Fort Jones,King City,736.96
Fort Jones,Kingsburg,737.558
Fort Jones,La Cañada Flintridge,1042.625
Fort Jones,La Habra,1093.469
Fort Jones,La Habra Heights,1086.337
Fort Jones,La Mesa,1247.672
Fort Jones,La Mirada,1082.089
Fort Jones,La Palma,1082.035
Fort Jones,La Puente,1082.041
Fort Jones,La Quinta,1255.771
Fort Jones,La Verne,1088.939
Fort Jones,Lafayette,502.055
Fort Jones,Laguna Beach,1137.645
Fort Jones,Laguna Hills,1125.665
Fort Jones,Laguna Niguel,1142.505
Fort Jones,Laguna Woods,1122.924
Fort Jones,Lake Elsinore,1157.096
Fort Jones,Lake Forest,1124.038
Fort Jones,Lakeport,444.42
Fort Jones,Lakewood,1082.974
Fort Jones,Lancaster,1018.841
Fort Jones,Larkspur,521.835
Fort Jones,Lathrop,524.48
Fort Jones,Lawndale,1063.861
Fort Jones,Lemon Grove,1251.745
Fort Jones,Lemoore,756.91
Fort Jones,Lincoln,405.041
Fort Jones,Lindsay,799.875
Fort Jones,Live Oak,344.945
Fort Jones,Livermore,537.774
Fort Jones,Livingston,593.09
Fort Jones,Lodi,490.92
Fort Jones,Loma Linda,1141.659
Fort Jones,Lomita,1076.951
Fort Jones,Lompoc,959.227
Fort Jones,Long Beach,1086.92
Fort Jones,Loomis,429.845
Fort Jones,Los Alamitos,1095.68
Fort Jones,Los Altos,579.172
Fort Jones,Los Altos Hills,581.168
Fort Jones,Los Angeles,1049.17
Fort Jones,Los Banos,631.248
Fort Jones,Los Gatos,582.602
Fort Jones,Loyalton,418.77
Fort Jones,Lynwood,1073.999
Fort Jones,Madera,670.29
Fort Jones,Malibu,1065.591
Fort Jones,Mammoth Lakes,696.627
Fort Jones,Manhattan Beach,1066.401
Fort Jones,Manteca,527.977
Fort Jones,Maricopa,893.534
Fort Jones,Marina,667.554
Fort Jones,Martinez,482.643
Fort Jones,Marysville,365.252
Fort Jones,Maywood,1062.253
Fort Jones,McFarland,838.892
Fort Jones,Mendota,692.746
Fort Jones,Menifee,1176.393
Fort Jones,Menlo Park,568.56
Fort Jones,Merced,617.248
Fort Jones,Mill Valley,526.534
Fort Jones,Millbrae,542.048
Fort Jones,Milpitas,558.756
Fort Jones,Mission Viejo,1127.532
Fort Jones,Modesto,554.61
Fort Jones,Monrovia,1066.231
Fort Jones,Montague,36.719
Fort Jones,Montclair,1100.398
Fort Jones,Monte Sereno,585.243
Fort Jones,Montebello,1065.942
Fort Jones,Monterey,680.74
Fort Jones,Monterey Park,1060.952
Fort Jones,Moorpark,1039.832
Fort Jones,Moraga,509.154
Fort Jones,Moreno Valley,1151.538
Fort Jones,Morgan Hill,601.384
Fort Jones,Morro Bay,863.799
Fort Jones,Mount Shasta,80.663
Fort Jones,Mountain View,575.285
Fort Jones,Murrieta,1174.489
Fort Jones,Napa,480.288
Fort Jones,National City,1248.868
Fort Jones,Needles,1317.107
Fort Jones,Nevada City,413.891
Fort Jones,Newark,552.714
Fort Jones,Newman,597.265
Fort Jones,Newport Beach,1125.421
Fort Jones,Norco,1129.702
Fort Jones,Norwalk,1076.734
Fort Jones,Novato,506.004
Fort Jones,Oakdale,555.651
Fort Jones,Oakland,513.079
Fort Jones,Oakley,519.845
Fort Jones,Oceanside,1182.843
Fort Jones,Ojai,1010.346
Fort Jones,Ontario,1105.806
Fort Jones,Orange,1098.865
Fort Jones,Orange Cove,759.877
Fort Jones,Orinda,508.15
Fort Jones,Orland,273.016
Fort Jones,Oroville,324.552
Fort Jones,Oxnard,1061.016
Fort Jones,Pacific Grove,683.825
Fort Jones,Pacifica,541.197
Fort Jones,Palm Desert,1246.767
Fort Jones,Palm Springs,1220.213
Fort Jones,Palmdale,1023.934
Fort Jones,Palo Alto,572.298
Fort Jones,Palos Verdes Estates,1075.389
Fort Jones,Paradise,310.727
Fort Jones,Paramount,1074.93
Fort Jones,Parlier,736.682
Fort Jones,Pasadena,1051.763
Fort Jones,Paso Robles,820.457
Fort Jones,Patterson,570.917
Fort Jones,Perris,1164.465
Fort Jones,Petaluma,513.383
Fort Jones,Pico Rivera,1068.493
Fort Jones,Piedmont,514.042
Fort Jones,Pinole,489.002
Fort Jones,Pismo Beach,882.918
Fort Jones,Pittsburg,504.135
Fort Jones,Placentia,1097.66
Fort Jones,Placerville,503.988
Fort Jones,Pleasant Hill,490.864
Fort Jones,Pleasanton,530.733
Fort Jones,Plymouth,499.386
Fort Jones,Point Arena,556.88
Fort Jones,Pomona,1095.403
Fort Jones,Port Hueneme,1070.947
Fort Jones,Porterville,815.878
Fort Jones,Portola,427.181
Fort Jones,Portola Valley,576.849
Fort Jones,Poway,1235.131
Fort Jones,Rancho Cordova,455.151
Fort Jones,Rancho Cucamonga,1106.797
Fort Jones,Rancho Mirage,1243.768
Fort Jones,Rancho Palos Verdes,1096.464
Fort Jones,Rancho Santa Margarita,1132.766
Fort Jones,Red Bluff,224.197
Fort Jones,Redding,179.041
Fort Jones,Redlands,1149.927
Fort Jones,Redondo Beach,1068.714
Fort Jones,Redwood City,560.57
Fort Jones,Reedley,743.237
Fort Jones,Rialto,1127.906
Fort Jones,Richmond,497.528
Fort Jones,Ridgecrest,1060.68
Fort Jones,Rio Dell,299.157
Fort Jones,Rio Vista,476.354
Fort Jones,Ripon,537.69
Fort Jones,Riverbank,557.36
Fort Jones,Riverside,1137.764
Fort Jones,Rocklin,425.859
Fort Jones,Rohnert Park,527.754
Fort Jones,Rolling Hills,1082.645
Fort Jones,Rolling Hills Estates,1074.949
Fort Jones,Rosemead,1065.955
Fort Jones,Roseville,421.446
Fort Jones,Ross,521.62
Fort Jones,Sacramento,435.268
Fort Jones,Salinas,661.585
Fort Jones,San Bernardino,1134.83
Fort Jones,San Buenaventura (Ventura),1062.715
Fort Jones,San Carlos,557.265
Fort Jones,San Clemente,1148.317
Fort Jones,San Diego,1242.979
Fort Jones,San Francisco,522.758
Fort Jones,San Gabriel,1062.069
Fort Jones,San Jacinto,1193.869
Fort Jones,San Jose,574.426
Fort Jones,San Juan Bautista,639.339
Fort Jones,San Leandro,529.895
Fort Jones,San Lorenzo,532.895
Fort Jones,San Luis Obispo,863.094
Fort Jones,San Marino,1058.995
Fort Jones,San Pablo,494.614
Fort Jones,San Rafael,515.968
Fort Jones,Santa Ana,1102.724
Fort Jones,Santa Barbara,1014.073
Fort Jones,Santa Clara,572.563
Fort Jones,Santa Clarita,1001.838
Fort Jones,Santa Cruz,617.246
Fort Jones,Santa Fe Springs,1072.101
Fort Jones,Santa Maria,913.402
Fort Jones,Santa Monica,1046.971
Fort Jones,Santa Rosa,485.34
Fort Jones,Santee,1248.664
Fort Jones,Saratoga,586.039
Fort Jones,Scotts Valley,608.173
Fort Jones,Seaside,676.954
Fort Jones,Sebastopol,539.183
Fort Jones,Selma,730.732
Fort Jones,Shafter,861.269
Fort Jones,Shasta Lake,167.67
Fort Jones,Signal Hill,1084.803
Fort Jones,Simi Valley,1048.06
Fort Jones,South El Monte,1068.664
Fort Jones,South Gate,1070.001
Fort Jones,South Pasadena,1054.411
Fort Jones,St. Helena,480.523
Fort Jones,Stockton,509.603
Fort Jones,Sunnyvale,572.77
Fort Jones,Sutter Creek,505.523
Fort Jones,Tahoe City,503.906
Fort Jones,Tarzana,1035.66
Fort Jones,Temple City,1065.041
Fort Jones,Thousand Oaks,1064.663
Fort Jones,Torrance,1071.561
Fort Jones,Tracy,540.107
Fort Jones,Truckee,480.24
Fort Jones,Tulare,778.503
Fort Jones,Turlock,576.429
Fort Jones,Tustin,1105.081
Fort Jones,Twain Harte,620.274
Fort Jones,Ukiah,477.171
Fort Jones,Union City,545.465
Fort Jones,Upland,1100.524
Fort Jones,Vacaville,436.142
Fort Jones,Valencia,999.251
Fort Jones,Vallejo,475.482
Fort Jones,Ventura,1062.715
Fort Jones,Victorville,1095.625
Fort Jones,Visalia,773.082
Fort Jones,Vista,1197.898
Fort Jones,Walnut Creek,495.883
Fort Jones,Watsonville,654.478
Fort Jones,West Covina,1077.498
Fort Jones,West Hollywood,1042.487
Fort Jones,West Sacramento,436.665
Fort Jones,Westlake Village,1061.425
Fort Jones,Whittier,1081.682
Fort Jones,Wildomar,1168.013
Fort Jones,Willits,491.439
Fort Jones,Woodlake,785.64
Fort Jones,Woodland,404.686
Fort Jones,Woodside,570.398
Fort Jones,Yorba Linda,1105.053
Fort Jones,Yuba City,367.389
Fortuna,Foster City,455.615
Fortuna,Fountain Valley,1068.228
Fortuna,Fowler,709.231
Fortuna,Fremont,457.307
Fortuna,Fresno,694.507
Fortuna,Fullerton,1050.497
Fortuna,Galt,479.932
Fortuna,Garden Grove,1067.258
Fortuna,Gardena,1027.599
Fortuna,Gilroy,530.219
Fortuna,Glendale,1000.315
Fortuna,Glendora,1039.029
Fortuna,Goleta,931.921
Fortuna,Gonzales,599.95
Fortuna,Grand Terrace,1102.099
Fortuna,Grass Valley,410.755
Fortuna,Greenfield,628.898
Fortuna,Gridley,337.993
Fortuna,Grover Beach,799.417
Fortuna,Guadalupe,819.618
Fortuna,Gustine,564.844
Fortuna,Half Moon Bay,446.541
Fortuna,Hanford,746.169
Fortuna,Hawaiian Gardens,1042.512
Fortuna,Hawthorne,1020.381
Fortuna,Hayward,438.407
Fortuna,Healdsburg,297.563
Fortuna,Hemet,1156.503
Fortuna,Hercules,408.582
Fortuna,Hermosa Beach,1026.778
Fortuna,Hesperia,1077.78
Fortuna,Hidden Hills,1006.433
Fortuna,Highland,1100.404
Fortuna,Hillsborough,432.432
Fortuna,Hollister,553.042
Fortuna,Holtville,1361.788
Fortuna,Hughson,556.719
Fortuna,Huntington Beach,1071.097
Fortuna,Huntington Park,1018.916
Fortuna,Huron,708.856
Fortuna,Imperial,1341.769
Fortuna,Imperial Beach,1220.287
Fortuna,Indian Wells,1206.296
Fortuna,Indio,1212.239
Fortuna,Industry,1044.012
Fortuna,Inglewood,1015.022
Fortuna,Ione,503.052
Fortuna,Irvine,1081.083
Fortuna,Irwindale,1033.471
Fortuna,Isleton,473.073
Fortuna,Jackson,514.646
Fortuna,Jurupa Valley,1084.076
Fortuna,Kerman,682.44
Fortuna,King City,648.657
Fortuna,Kingsburg,725.73
Fortuna,La Cañada Flintridge,1001.707
Fortuna,La Habra,1052.551
Fortuna,La Habra Heights,1045.419
Fortuna,La Mesa,1206.755
Fortuna,La Mirada,1041.171
Fortuna,La Palma,1041.118
Fortuna,La Puente,1041.124
Fortuna,La Quinta,1214.854
Fortuna,La Verne,1048.021
Fortuna,Lafayette,429.963
Fortuna,Laguna Beach,1096.727
Fortuna,Laguna Hills,1084.747
Fortuna,Laguna Niguel,1101.587
Fortuna,Laguna Woods,1082.007
Fortuna,Lake Elsinore,1116.178
Fortuna,Lake Forest,1083.12
Fortuna,Lakeport,261.288
Fortuna,Lakewood,1042.057
Fortuna,Lancaster,977.923
Fortuna,Larkspur,386.601
Fortuna,Lathrop,514.268
Fortuna,Lawndale,1022.943
Fortuna,Lemon Grove,1210.827
Fortuna,Lemoore,734.327
Fortuna,Lincoln,407.961
Fortuna,Lindsay,788.048
Fortuna,Live Oak,347.865
Fortuna,Livermore,466.255
Fortuna,Livingston,581.263
Fortuna,Lodi,494.614
Fortuna,Loma Linda,1100.741
Fortuna,Lomita,1036.033
Fortuna,Lompoc,870.924
Fortuna,Long Beach,1046.003
Fortuna,Loomis,471.162
Fortuna,Los Alamitos,1054.763
Fortuna,Los Altos,467.312
Fortuna,Los Altos Hills,464.639
Fortuna,Los Angeles,1008.252
Fortuna,Los Banos,590.331
Fortuna,Los Gatos,492.953
Fortuna,Loyalton,501.539
Fortuna,Lynwood,1033.082
Fortuna,Madera,658.463
Fortuna,Malibu,1024.674
Fortuna,Mammoth Lakes,829.37
Fortuna,Manhattan Beach,1025.484
Fortuna,Manteca,517.952
Fortuna,Maricopa,852.617
Fortuna,Marina,579.252
Fortuna,Martinez,413.206
Fortuna,Marysville,368.172
Fortuna,Maywood,1021.336
Fortuna,McFarland,827.064
Fortuna,Mendota,651.829
Fortuna,Menifee,1135.475
Fortuna,Menlo Park,470.079
Fortuna,Merced,605.421
Fortuna,Mill Valley,391.3
Fortuna,Millbrae,443.567
Fortuna,Milpitas,471.071
Fortuna,Mission Viejo,1086.614
Fortuna,Modesto,542.783
Fortuna,Monrovia,1025.314
Fortuna,Montague,358.219
Fortuna,Montclair,1059.481
Fortuna,Monte Sereno,495.594
Fortuna,Montebello,1025.024
Fortuna,Monterey,592.437
Fortuna,Monterey Park,1020.034
Fortuna,Moorpark,998.915
Fortuna,Moraga,429.773
Fortuna,Moreno Valley,1110.621
Fortuna,Morgan Hill,513.082
Fortuna,Morro Bay,775.496
Fortuna,Mount Shasta,341.547
Fortuna,Mountain View,480.573
Fortuna,Murrieta,1133.572
Fortuna,Napa,387.139
Fortuna,National City,1207.951
Fortuna,Needles,1286.541
Fortuna,Nevada City,416.812
Fortuna,Newark,454.233
Fortuna,Newman,556.348
Fortuna,Newport Beach,1084.504
Fortuna,Norco,1088.784
Fortuna,Norwalk,1035.816
Fortuna,Novato,364.321
Fortuna,Oakdale,552.843
Fortuna,Oakland,414.598
Fortuna,Oakley,450.408
Fortuna,Oceanside,1141.925
Fortuna,Ojai,969.428
Fortuna,Ontario,1064.888
Fortuna,Orange,1057.948
Fortuna,Orange Cove,748.05
Fortuna,Orinda,422.808
Fortuna,Orland,275.936
Fortuna,Oroville,327.473
Fortuna,Oxnard,986.45
Fortuna,Pacific Grove,595.522
Fortuna,Pacifica,422.162
Fortuna,Palm Desert,1205.85
Fortuna,Palm Springs,1179.296
Fortuna,Palmdale,983.017
Fortuna,Palo Alto,473.817
Fortuna,Palos Verdes Estates,1034.471
Fortuna,Paradise,313.647
Fortuna,Paramount,1034.012
Fortuna,Parlier,724.855
Fortuna,Pasadena,1010.846
Fortuna,Paso Robles,732.155
Fortuna,Patterson,534.937
Fortuna,Perris,1123.547
Fortuna,Petaluma,347.667
Fortuna,Pico Rivera,1027.575
Fortuna,Piedmont,415.561
Fortuna,Pinole,413.086
Fortuna,Pismo Beach,794.615
Fortuna,Pittsburg,434.699
Fortuna,Placentia,1056.743
Fortuna,Placerville,507.682
Fortuna,Pleasant Hill,421.427
Fortuna,Pleasanton,458.978
Fortuna,Plymouth,503.081
Fortuna,Point Arena,258.335
Fortuna,Pomona,1054.485
Fortuna,Port Hueneme,991.93
Fortuna,Porterville,804.051
Fortuna,Portola,458.602
Fortuna,Portola Valley,460.32
Fortuna,Poway,1194.213
Fortuna,Rancho Cordova,458.845
Fortuna,Rancho Cucamonga,1065.879
Fortuna,Rancho Mirage,1202.851
Fortuna,Rancho Palos Verdes,1055.547
Fortuna,Rancho Santa Margarita,1091.848
Fortuna,Red Bluff,226.283
Fortuna,Redding,236.951
Fortuna,Redlands,1109.01
Fortuna,Redondo Beach,1027.797
Fortuna,Redwood City,462.088
Fortuna,Reedley,731.41
Fortuna,Rialto,1086.988
Fortuna,Richmond,399.012
Fortuna,Ridgecrest,1030.114
Fortuna,Rio Dell,13.623
Fortuna,Rio Vista,446.404
Fortuna,Ripon,525.863
Fortuna,Riverbank,545.533
Fortuna,Riverside,1096.846
Fortuna,Rocklin,467.175
Fortuna,Rohnert Park,333.482
Fortuna,Rolling Hills,1041.728
Fortuna,Rolling Hills Estates,1034.032
Fortuna,Rosemead,1025.037
Fortuna,Roseville,462.358
Fortuna,Ross,387.845
Fortuna,Sacramento,438.962
Fortuna,Salinas,573.282
Fortuna,San Bernardino,1093.912
Fortuna,San Buenaventura (Ventura),969.618
Fortuna,San Carlos,458.784
Fortuna,San Clemente,1107.399
Fortuna,San Diego,1202.061
Fortuna,San Francisco,408.346
Fortuna,San Gabriel,1021.152
Fortuna,San Jacinto,1152.951
Fortuna,San Jose,479.732
Fortuna,San Juan Bautista,551.036
Fortuna,San Leandro,431.413
Fortuna,San Lorenzo,434.413
Fortuna,San Luis Obispo,774.791
Fortuna,San Marino,1018.078
Fortuna,San Pablo,401.784
Fortuna,San Rafael,380.734
Fortuna,Santa Ana,1061.806
Fortuna,Santa Barbara,925.77
Fortuna,Santa Clara,482.913
Fortuna,Santa Clarita,960.921
Fortuna,Santa Cruz,527.597
Fortuna,Santa Fe Springs,1031.184
Fortuna,Santa Maria,825.099
Fortuna,Santa Monica,1006.053
Fortuna,Santa Rosa,321.222
